"","postalcode","formal.address","location.lat","location.lng","bounds.northeast.lat","bounds.northeast.lng","bounds.southwest.lat","bounds.southwest.lng"
"1784","2624DA","2624 DA Delft, Netherlands",51.9949,4.3603,51.9954,4.3612,51.994,4.3578
"1785","2624DB","2624 DB Delft, Netherlands",51.9947,4.3598,51.9954,4.3612,51.994,4.3578
"1786","2624DD","2624 DD Delft, Netherlands",51.9949,4.357,51.9955,4.358,51.9941,4.3562
"1787","2624DK","2624 DK Delft, Netherlands",51.9947,4.3569,51.9955,4.358,51.9941,4.3562
"1788","2624DL","2624 DL Delft, Netherlands",51.9947,4.3568,51.9955,4.358,51.9941,4.3562
"1789","2624DM","2624 DM Delft, Netherlands",51.9946,4.3567,51.9955,4.358,51.9941,4.3562
"1790","2624DN","2624 DN Delft, Netherlands",51.9946,4.3566,51.9955,4.358,51.9941,4.3562
"1791","2624DP","2624 DP Delft, Netherlands",51.9946,4.3565,51.9955,4.358,51.9941,4.3562
"1792","2624DR","2624 DR Delft, Netherlands",51.9946,4.3563,51.9955,4.358,51.9941,4.3562
"1793","2624DV","2624 DV Delft, Netherlands",52.0009,4.3527,52.0022,4.3542,52.0008,4.3523
"1794","2624EA","2624 EA Delft, Netherlands",52.0007,4.3534,52.0022,4.3558,51.9981,4.3521
"1795","2624EB","2624 EB Delft, Netherlands",52.0006,4.3534,52.0009,4.354,51.9995,4.3521
"1796","2624EC","2624 EC Delft, Netherlands",52.0005,4.3535,52.0009,4.354,51.9995,4.3521
"1797","2624ED","2624 ED Delft, Netherlands",52.0004,4.3535,52.0009,4.354,51.9995,4.3521
"1798","2624EE","2624 EE Delft, Netherlands",52.0003,4.3536,52.0009,4.354,51.9995,4.3521
"1799","2624EG","2624 EG Delft, Netherlands",52.0002,4.3537,52.0009,4.3568,51.9968,4.3519
"1800","2624EJ","2624 EJ Delft, Netherlands",52,4.3537,52.0009,4.3554,51.9981,4.3521
"1801","2624EK","2624 EK Delft, Netherlands",52,4.3537,52.0009,4.3554,51.9981,4.3519
"1802","2624EL","2624 EL Delft, Netherlands",51.9999,4.3538,52.0009,4.3554,51.9981,4.3519
"1803","2624ER","2624 ER Delft, Netherlands",51.9967,4.3529,51.9983,4.355,51.9955,4.3499
"1804","2624ES","2624 ES Delft, Netherlands",51.9971,4.3524,51.9983,4.3576,51.9914,4.3483
"1805","2624GA","2624 GA Delft, Netherlands",51.9975,4.3508,51.9983,4.3519,51.9969,4.3501
"1806","2624GB","2624 GB Delft, Netherlands",51.9974,4.3501,51.9984,4.3519,51.9969,4.3485
"1807","2624HR","2624 HR Delft, Netherlands",51.9959,4.3537,51.9969,4.355,51.9955,4.3531
"1808","2624JG","2624 JG Delft, Netherlands",51.993,4.355,51.9942,4.3562,51.9928,4.3543
"1809","2624JJ","2624 JJ Delft, Netherlands",51.9926,4.3552,51.9929,4.3559,51.9915,4.3541
"1810","2624JM","2624 JM Delft, Netherlands",51.9914,4.3559,51.9916,4.3574,51.9901,4.3539
"1811","2624JN","2624 JN Delft, Netherlands",51.9913,4.356,51.9916,4.3574,51.9901,4.3539
"1812","2624JP","2624 JP Delft, Netherlands",51.9911,4.3562,51.9929,4.3576,51.9901,4.3539
"1813","2624JT","2624 JT Delft, Netherlands",51.9905,4.3565,51.9916,4.3574,51.9901,4.3539
"1814","2624JV","2624 JV Delft, Netherlands",51.9904,4.3565,51.9915,4.3574,51.9888,4.3553
"1815","2624JW","2624 JW Delft, Netherlands",51.9903,4.3562,51.9915,4.3574,51.9888,4.3553
"1816","2624KA","2624 KA Delft, Netherlands",51.9943,4.3545,51.9956,4.3564,51.9941,4.3529
"1817","2624KB","2624 KB Delft, Netherlands",51.9942,4.3547,51.9955,4.3564,51.9928,4.3543
"1818","2624KC","2624 KC Delft, Netherlands",51.994,4.3548,51.9955,4.3564,51.9928,4.3543
"1819","2624KD","2624 KD Delft, Netherlands",51.9938,4.3549,51.9955,4.3564,51.9928,4.3543
"1820","2624KE","2624 KE Delft, Netherlands",51.9936,4.3549,51.9955,4.3564,51.9928,4.3543
"1821","2624KH","2624 KH Delft, Netherlands",51.9921,4.3559,51.9928,4.3576,51.9914,4.3557
"1822","2624KJ","2624 KJ Delft, Netherlands",51.992,4.356,51.9928,4.3576,51.9914,4.3557
"1823","2624KK","2624 KK Delft, Netherlands",51.9918,4.3561,51.9928,4.3576,51.9914,4.3557
"1824","2624KM","2624 KM Delft, Netherlands",51.9903,4.3569,51.9915,4.359,51.9901,4.3555
"1825","2624KN","2624 KN Delft, Netherlands",51.9902,4.3571,51.9915,4.359,51.9901,4.3555
"1826","2624KS","2624 KS Delft, Netherlands",51.9896,4.357,51.9902,4.3588,51.9887,4.3553
"1827","2624KX","2624 KX Delft, Netherlands",51.9893,4.3555,51.9902,4.3571,51.9888,4.3537
"1828","2624LA","2624 LA Delft, Netherlands",51.9896,4.3567,51.9902,4.3571,51.9888,4.3537
"1829","2624LG","2624 LG Delft, Netherlands",51.9941,4.3513,51.9944,4.3529,51.9929,4.3495
"1830","2624LH","2624 LH Delft, Netherlands",51.994,4.3514,51.9944,4.3529,51.9929,4.3495
"1831","2624LJ","2624 LJ Delft, Netherlands",51.9939,4.3515,51.9943,4.3529,51.9916,4.3509
"1832","2624LK","2624 LK Delft, Netherlands",51.9937,4.3516,51.9943,4.3529,51.9916,4.3509
"1833","2624LL","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"1834","2624LM","2624 LM Delft, Netherlands",51.9934,4.3518,51.9943,4.3529,51.9916,4.3509
"1835","2624LS","2624 LS Delft, Netherlands",51.9916,4.3528,51.993,4.3543,51.9902,4.3509
"1836","2624MB","2624 MB Delft, Netherlands",51.9898,4.3527,51.9904,4.3539,51.9889,4.3505
"1837","2624MC","2624 MC Delft, Netherlands",51.9895,4.3529,51.9903,4.3539,51.9889,4.3521
"1838","2624MD","2624 MD Delft, Netherlands",51.9955,4.3499,51.9971,4.3515,51.9943,4.3481
"1839","2624ME","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"1840","2624MG","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"1841","2624MX","2624 MX Delft, Netherlands",51.9979,4.358,51.9994,4.3586,51.9967,4.3566
"1842","2624MZ","2624 MZ Delft, Netherlands",51.9982,4.3579,51.9994,4.36,51.9966,4.3566
"1843","2624NA","2624 NA Delft, Netherlands",51.9957,4.3519,51.9969,4.3533,51.9956,4.3515
"1844","2624ND","2624 ND Delft, Netherlands",51.9958,4.3527,51.9969,4.3533,51.9956,4.3515
"1845","2624NE","2624 NE Delft, Netherlands",51.9959,4.353,51.9969,4.3533,51.9956,4.3515
"1846","2624NG","2624 NG Delft, Netherlands",51.9959,4.3532,51.9969,4.355,51.9955,4.3515
"1847","2624NJ","2624 NJ Delft, Netherlands",51.9983,4.3524,51.9996,4.3538,51.9969,4.3517
"1848","2624NK","2624 NK Delft, Netherlands",51.9983,4.3524,51.9996,4.3538,51.9969,4.3517
"1849","2624NL","2624 NL Delft, Netherlands",51.9983,4.3524,51.9996,4.3538,51.9969,4.3517
"1850","2624NN",NA,NA,NA,NA,NA,NA,NA
"1851","2624NP","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"1852","2624NV","2624 NV Delft, Netherlands",51.9909,4.3553,51.9916,4.3574,51.9901,4.3539
"1853","2624NW","2624 NW Delft, Netherlands",51.9908,4.3537,51.9916,4.3557,51.9902,4.3523
"1854","2624NX","2624 NX Delft, Netherlands",51.9913,4.3541,51.9929,4.3557,51.9902,4.3523
"1855","2624PC","2624 PC Delft, Netherlands",51.992,4.3534,51.9929,4.3559,51.9915,4.3525
"1856","2624PG","2624 PG Delft, Netherlands",51.9915,4.3522,51.993,4.3527,51.9903,4.3507
"1857","2624PH","2624 PH Delft, Netherlands",51.9918,4.3521,51.993,4.3527,51.9916,4.3509
"1858","2624PL","2624 PL Delft, Netherlands",51.996,4.3505,51.997,4.3517,51.9956,4.3499
"1859","2624PM","2624 PM Delft, Netherlands",51.9959,4.3506,51.997,4.3517,51.9956,4.3499
"1860","2624PN","2624 PN Delft, Netherlands",51.9957,4.3507,51.997,4.3517,51.9956,4.3499
"1861","2624PP","2624 PP Delft, Netherlands",51.9955,4.3507,51.997,4.3517,51.9943,4.3497
"1862","2624PR","2624 PR Delft, Netherlands",51.9922,4.3526,51.993,4.3543,51.9916,4.3509
"1863","2624PS","2624 PS Delft, Netherlands",51.99,4.3535,51.9916,4.3541,51.9889,4.3521
"1864","2624PV","2624 PV Delft, Netherlands",51.9997,4.3526,52.0009,4.354,51.9995,4.3521
"1865","2624PW","2624 PW Delft, Netherlands",51.9999,4.3523,52.0009,4.354,51.9995,4.3521
"1866","2624PX","2624 PX Delft, Netherlands",52.0002,4.3522,52.001,4.354,51.9995,4.3505
"1867","2624PZ","2624 PZ Delft, Netherlands",52,4.3521,52.001,4.3523,51.9996,4.3505
"1868","2624RA","2624 RA Delft, Netherlands",51.9999,4.3522,52.001,4.354,51.9995,4.3505
"1869","2624RB","2624 RB Delft, Netherlands",51.9997,4.3523,52.001,4.354,51.9995,4.3505
"1870","2624RC","2624 RC Delft, Netherlands",51.9996,4.3524,52.001,4.354,51.9995,4.3505
"1871","2624RD","2624 RD Delft, Netherlands",51.9995,4.3521,52.001,4.354,51.9982,4.3503
"1872","2624RE","2624 RE Delft, Netherlands",51.9995,4.3512,52.001,4.3523,51.9983,4.3503
"1873","2624RG","2624 RG Delft, Netherlands",51.9997,4.351,52.001,4.3523,51.9996,4.3505
"1874","2624RH","2624 RH Delft, Netherlands",52,4.3508,52.001,4.3523,51.9996,4.3489
"1875","2624RJ","2624 RJ Delft, Netherlands",51.9999,4.3508,52.001,4.3523,51.9996,4.3489
"1876","2624RK","2624 RK Delft, Netherlands",51.9997,4.3509,52.001,4.3523,51.9996,4.3489
"1877","2624RL","2624 RL Delft, Netherlands",51.9996,4.351,52.001,4.3521,51.9983,4.3489
"1878","2624RM","2624 RM Delft, Netherlands",51.9995,4.351,52.001,4.3521,51.9983,4.3489
"1879","2624RN","2624 RN Delft, Netherlands",51.9993,4.3507,52.001,4.3523,51.9983,4.3487
"1880","2624RP","2624 RP Delft, Netherlands",51.9999,4.3496,52.001,4.3507,51.9983,4.3487
"1881","2624RR","2624 RR Delft, Netherlands",51.9994,4.3497,51.9997,4.3505,51.9983,4.3487
"1882","2624RS","2624 RS Delft, Netherlands",52,4.3494,52.001,4.3507,51.9996,4.3489
"1883","2624RT","2624 RT Delft, Netherlands",51.9998,4.3495,52.0011,4.3507,51.9996,4.3473
"1884","2624RV","2624 RV Delft, Netherlands",51.9997,4.3495,52.0011,4.3507,51.9983,4.3473
"1885","2624RW","2624 RW Delft, Netherlands",51.9995,4.3496,52.0011,4.3507,51.9983,4.3473
"1886","2624RX","2624 RX Delft, Netherlands",51.9993,4.3496,52.0011,4.3507,51.9983,4.3473
"1887","2624RZ","2624 RZ Delft, Netherlands",51.9992,4.3497,52.0011,4.3507,51.9983,4.3473
"1888","2624SB","2624 SB Delft, Netherlands",51.9979,4.3498,51.9984,4.3503,51.997,4.3485
"1889","2624SC","2624 SC Delft, Netherlands",51.998,4.3497,51.9984,4.3503,51.997,4.3485
"1890","2624SE","2624 SE Delft, Netherlands",51.9981,4.3497,51.9984,4.3503,51.997,4.3485
"1891","2624SG","2624 SG Delft, Netherlands",51.9983,4.3496,51.9984,4.3503,51.997,4.3485
"1892","2624SH","2624 SH Delft, Netherlands",51.9984,4.3496,51.9997,4.3505,51.997,4.3485
"1893","2624SJ","2624 SJ Delft, Netherlands",51.9985,4.3496,51.9997,4.3519,51.9969,4.3485
"1894","2624TB","2624 TB Delft, Netherlands",51.9942,4.3532,51.9956,4.3547,51.9929,4.3527
"1895","2624TC","2624 TC Delft, Netherlands",51.9942,4.3529,51.9943,4.3545,51.9929,4.3511
"1896","2624TD","2624 TD Delft, Netherlands",51.9941,4.3526,51.9956,4.3547,51.9929,4.3511
"1897","2624TE","2624 TE Delft, Netherlands",51.9941,4.3524,51.9956,4.3547,51.9929,4.3511
"1898","2624TG","2624 TG Delft, Netherlands",51.994,4.3522,51.9943,4.3545,51.9929,4.3511
"1899","2624TJ","2624 TJ Delft, Netherlands",51.9949,4.3523,51.9956,4.3547,51.9929,4.3511
"1900","2624TL","2624 TL Delft, Netherlands",51.9949,4.352,51.9957,4.3531,51.9943,4.3497
"1901","2624TM","2624 TM Delft, Netherlands",51.9943,4.3518,51.9956,4.3547,51.9929,4.3511
"1902","2624TP","2624 TP Delft, Netherlands",51.9911,4.3593,51.9914,4.3606,51.99,4.3571
"1903","2624TR","2624 TR Delft, Netherlands",51.991,4.3594,51.9914,4.3606,51.99,4.3588
"1904","2624TS","2624 TS Delft, Netherlands",51.991,4.3593,51.9914,4.3606,51.99,4.3588
"1905","2624TT","2624 TT Delft, Netherlands",51.9909,4.3592,51.9914,4.3606,51.99,4.3588
"1906","2624TW","2624 TW Delft, Netherlands",51.9909,4.359,51.9914,4.3606,51.99,4.3588
"1907","2624TX","2624 TX Delft, Netherlands",51.9909,4.3589,51.9914,4.3606,51.99,4.3588
"1908","2624TZ","2624 TZ Delft, Netherlands",51.9908,4.3588,51.9914,4.3606,51.99,4.3571
"1909","2624VA","2624 VA Delft, Netherlands",51.9908,4.3587,51.9914,4.3606,51.99,4.3571
"1910","2624VB","2624 VB Delft, Netherlands",51.9908,4.3587,51.9914,4.3606,51.99,4.3571
"1911","2624VC","2624 VC Delft, Netherlands",51.9908,4.3585,51.9914,4.3606,51.99,4.3571
"1912","2624VM","2624 VM Delft, Netherlands",51.9982,4.3567,51.9995,4.3586,51.998,4.3552
"1913","2624VP","2624 VP Delft, Netherlands",51.9983,4.3575,51.9995,4.3586,51.998,4.3552
"1914","2624VR","2624 VR Delft, Netherlands",51.9984,4.3578,51.9995,4.3586,51.998,4.3552
"1915","2624VS","2624 VS Delft, Netherlands",51.9983,4.358,51.9994,4.3602,51.998,4.3568
"1916","2624VT","2624 VT Delft, Netherlands",51.9984,4.3581,51.9994,4.3602,51.998,4.3568
"1917","2624VV","2624 VV Delft, Netherlands",51.9984,4.3582,51.9994,4.3602,51.998,4.3568
"1918","2624VW","2624 VW Delft, Netherlands",51.9984,4.3583,51.9994,4.3602,51.998,4.3568
"1919","2624VZ","2624 VZ Delft, Netherlands",51.9983,4.3581,51.9994,4.3602,51.998,4.3568
"1920","2624WB","2624 WB Delft, Netherlands",51.9983,4.3582,51.9994,4.3602,51.998,4.3568
"1921","2624WC","2624 WC Delft, Netherlands",51.9983,4.3583,51.9994,4.3602,51.998,4.3568
"1922","2624WE","2624 WE Delft, Netherlands",51.9916,4.3579,51.9928,4.3608,51.99,4.3571
"1923","2624WG","2624 WG Delft, Netherlands",51.9913,4.3581,51.9928,4.3592,51.9901,4.3571
"1924","2624WH","2624 WH Delft, Netherlands",51.9911,4.3583,51.9928,4.3592,51.9901,4.3571
"1925","2624WJ","2624 WJ Delft, Netherlands",51.9911,4.3586,51.9928,4.3592,51.9901,4.3571
"1926","2624WK","2624 WK Delft, Netherlands",51.9912,4.3589,51.9928,4.3592,51.9901,4.3571
"1927","2624WL","2624 WL Delft, Netherlands",51.9913,4.3592,51.9928,4.3606,51.99,4.3571
"1928","2624WN","2624 WN Delft, Netherlands",51.9912,4.3594,51.9928,4.3606,51.99,4.3571
"1929","2624WR","2624 WR Delft, Netherlands",51.9922,4.3621,51.9926,4.364,51.9912,4.3606
"1930","2624WS","2624 WS Delft, Netherlands",51.9924,4.361,51.9926,4.364,51.9912,4.3606
"1931","2624WW","2624 WW Delft, Netherlands",51.9995,4.3575,52.0008,4.3588,51.998,4.3552
"1932","2624WX","2624 WX Delft, Netherlands",51.9929,4.361,51.994,4.3626,51.9926,4.3592
"1933","2624WZ","2624 WZ Delft, Netherlands",51.9928,4.3607,51.994,4.3626,51.9926,4.3592
"1934","2624XA","2624 XA Delft, Netherlands",51.9934,4.3603,51.994,4.361,51.9926,4.3592
"1935","2624XB","2624 XB Delft, Netherlands",51.9938,4.3604,51.9953,4.3612,51.9926,4.3592
"1936","2624XC","2624 XC Delft, Netherlands",51.9938,4.3597,51.9954,4.3612,51.9926,4.3578
"1937","2624XH","2624 XH Delft, Netherlands",51.9931,4.3571,51.9941,4.3578,51.9928,4.3559
"1938","2624XJ","2624 XJ Delft, Netherlands",51.9931,4.3575,51.9941,4.3578,51.9928,4.3559
"1939","2624XM","2624 XM Delft, Netherlands",51.9939,4.3612,51.9953,4.3628,51.9926,4.3608
"1940","2624XN","2624 XN Delft, Netherlands",51.9941,4.3611,51.9953,4.3628,51.9926,4.3608
"1941","2624XP","2624 XP Delft, Netherlands",51.9942,4.359,51.9954,4.3612,51.9926,4.3576
"1942","2624XS","2624 XS Delft, Netherlands",51.9965,4.3573,51.998,4.36,51.9954,4.3564
"1943","2624XT","2624 XT Delft, Netherlands",51.9966,4.3575,51.998,4.36,51.9954,4.3564
"1944","2624XV","2624 XV Delft, Netherlands",51.9966,4.3577,51.998,4.36,51.9954,4.3564
"1945","2624XW","2624 XW Delft, Netherlands",51.9967,4.3579,51.998,4.36,51.9954,4.3564
"1946","2624XX","2624 XX Delft, Netherlands",51.9967,4.358,51.998,4.36,51.9954,4.3564
"1947","2624XZ","2624 XZ Delft, Netherlands",51.9967,4.3581,51.9981,4.3634,51.9872,4.3566
"1948","2624ZA","2624 ZA Delft, Netherlands",51.9967,4.3583,51.998,4.3614,51.99,4.3582
"1949","2624ZB","2624 ZB Delft, Netherlands",51.9961,4.36,51.9966,4.3614,51.9953,4.3596
"1950","2624ZC","2624 ZC Delft, Netherlands",51.9958,4.3602,51.9966,4.3614,51.9953,4.3596
"1951","2624ZD","2624 ZD Delft, Netherlands",51.9962,4.3579,51.9968,4.3598,51.9953,4.3564
"1952","2624ZE","2624 ZE Delft, Netherlands",51.9959,4.3563,51.9968,4.358,51.9941,4.3545
"1953","2624ZG","2624 ZG Delft, Netherlands",51.9957,4.3557,51.9968,4.3566,51.9941,4.3545
"1954","2624ZJ","2624 ZJ Delft, Netherlands",51.9951,4.356,51.9955,4.358,51.9941,4.3545
"1955","2624ZK","2624 ZK Delft, Netherlands",51.9951,4.3564,51.9968,4.358,51.9941,4.3545
"1956","2624ZL","2624 ZL Delft, Netherlands",51.9952,4.3569,51.9968,4.358,51.9941,4.3545
"1957","2624ZM","2624 ZM Delft, Netherlands",51.9953,4.3568,51.9968,4.3582,51.9941,4.3545
"1958","2624ZR","2624 ZR Delft, Netherlands",51.9974,4.3567,51.9981,4.3584,51.9967,4.355
"1959","2624ZT","2624 ZT Delft, Netherlands",51.9972,4.3568,51.9981,4.3584,51.9967,4.355
"1960","2624ZX","2624 ZX Delft, Netherlands",51.997,4.3569,51.9981,4.3584,51.9967,4.355
"1961","2625AA","2625 AA Delft, Netherlands",51.9964,4.3413,51.9974,4.3437,51.9959,4.3386
"1962","2625AG","2625 AG Delft, Netherlands",51.9964,4.3447,51.9972,4.3453,51.9959,4.3434
"1963","2625AP","2625 AP Delft, Netherlands",51.9959,4.3437,51.9973,4.3453,51.9843,4.3335
"1964","2625AR","2625 AR Delft, Netherlands",51.9957,4.3431,51.996,4.3451,51.9945,4.3416
"1965","2625AS","2625 AS Delft, Netherlands",51.995,4.3425,51.996,4.3434,51.9933,4.3414
"1966","2625AT","2625 AT Delft, Netherlands",51.995,4.3426,51.996,4.3434,51.9933,4.3414
"1967","2625AW","2625 AW Delft, Netherlands",51.9944,4.3418,51.996,4.3434,51.9933,4.3414
"1968","2625AX","2625 AX Delft, Netherlands",51.9948,4.3416,51.996,4.3434,51.9933,4.3398
"1969","2625BA","2625 BA Delft, Netherlands",51.9954,4.3405,51.9961,4.3418,51.9947,4.3384
"1970","2625BB","2625 BB Delft, Netherlands",51.9955,4.3404,51.9961,4.3418,51.9947,4.3384
"1971","2625BC","2625 BC Delft, Netherlands",51.9956,4.3403,51.9961,4.3418,51.9947,4.3384
"1972","2625BD","2625 BD Delft, Netherlands",51.9957,4.3403,51.9961,4.3418,51.9947,4.3384
"1973","2625BE","2625 BE Delft, Netherlands",51.9958,4.3402,51.9961,4.3418,51.9947,4.3384
"1974","2625BG","2625 BG Delft, Netherlands",51.9958,4.3402,51.9961,4.3418,51.9947,4.3384
"1975","2625BH","2625 BH Delft, Netherlands",51.9959,4.3402,51.9974,4.342,51.9947,4.3384
"1976","2625BJ","2625 BJ Delft, Netherlands",51.995,4.3384,51.9962,4.3402,51.9947,4.3368
"1977","2625BK","2625 BK Delft, Netherlands",51.9951,4.3383,51.9962,4.3386,51.9948,4.3368
"1978","2625BL","2625 BL Delft, Netherlands",51.9953,4.3383,51.9962,4.3386,51.9948,4.3368
"1979","2625BM","2625 BM Delft, Netherlands",51.9955,4.3382,51.9962,4.3386,51.9948,4.3368
"1980","2625BN","2625 BN Delft, Netherlands",51.9956,4.3381,51.9962,4.3386,51.9948,4.3368
"1981","2625BP","2625 BP Delft, Netherlands",51.9958,4.338,51.9962,4.3386,51.9948,4.3368
"1982","2625BR","2625 BR Delft, Netherlands",51.996,4.3379,51.9962,4.3386,51.9948,4.3368
"1983","2625BS","2625 BS Delft, Netherlands",51.9962,4.3392,51.9975,4.3418,51.9947,4.3368
"1984","2625BT","2625 BT Delft, Netherlands",51.9959,4.3372,51.9962,4.3386,51.9948,4.3352
"1985","2625BW","2625 BW Delft, Netherlands",51.9965,4.3391,51.9975,4.342,51.9948,4.3336
"1986","2625BX","2625 BX Delft, Netherlands",51.9946,4.3364,51.9962,4.337,51.9935,4.335
"1987","2625BZ","2625 BZ Delft, Netherlands",51.9948,4.3363,51.9962,4.337,51.9935,4.335
"1988","2625CA","2625 CA Delft, Netherlands",51.995,4.3362,51.9962,4.337,51.9948,4.3352
"1989","2625CB","2625 CB Delft, Netherlands",51.9951,4.3361,51.9962,4.337,51.9935,4.335
"1990","2625CC","2625 CC Delft, Netherlands",51.9953,4.3361,51.9962,4.337,51.9935,4.335
"1991","2625CD","2625 CD Delft, Netherlands",51.9955,4.336,51.9962,4.337,51.9935,4.335
"1992","2625CE","2625 CE Delft, Netherlands",51.9956,4.3359,51.9962,4.337,51.9935,4.335
"1993","2625CJ","2625 CJ Delft, Netherlands",51.9953,4.3341,51.9963,4.3354,51.9936,4.3333
"1994","2625CK","2625 CK Delft, Netherlands",51.9951,4.3342,51.9963,4.3354,51.9936,4.3333
"1995","2625CL","2625 CL Delft, Netherlands",51.995,4.3342,51.9963,4.3354,51.9936,4.3333
"1996","2625CM","2625 CM Delft, Netherlands",51.9948,4.3343,51.995,4.3352,51.9936,4.3333
"1997","2625CN","2625 CN Delft, Netherlands",51.9946,4.3344,51.995,4.3352,51.9936,4.3333
"1998","2625CW","2625 CW Delft, Netherlands",51.9937,4.3345,51.995,4.3352,51.9923,4.3331
"1999","2625CX","2625 CX Delft, Netherlands",51.9937,4.3347,51.995,4.3352,51.9923,4.3331
"2000","2625CZ","2625 CZ Delft, Netherlands",51.9938,4.3348,51.995,4.3382,51.9921,4.3331
"2001","2625DB","2625 DB Delft, Netherlands",51.9989,4.3413,52.0001,4.3424,51.9973,4.339
"2002","2625DD","2625 DD Delft, Netherlands",51.9987,4.3398,52.0001,4.3408,51.9974,4.3388
"2003","2625DG","2625 DG Delft, Netherlands",51.9985,4.339,52.0001,4.3408,51.9974,4.3372
"2004","2625DH","2625 DH Delft, Netherlands",51.9985,4.3386,51.9988,4.339,51.9974,4.3372
"2005","2625DJ","2625 DJ Delft, Netherlands",51.9984,4.3381,51.9989,4.3406,51.9961,4.3354
"2006","2625DK","2625 DK Delft, Netherlands",51.9983,4.3376,51.9989,4.339,51.9974,4.3356
"2007","2625DL","2625 DL Delft, Netherlands",51.9982,4.3371,51.9989,4.3374,51.9975,4.3356
"2008","2625DM","2625 DM Delft, Netherlands",51.9981,4.3367,51.9989,4.3374,51.9975,4.3356
"2009","2625DP","2625 DP Delft, Netherlands",51.9979,4.3357,51.9989,4.339,51.9962,4.334
"2010","2625DR","2625 DR Delft, Netherlands",51.9978,4.3348,51.9989,4.3358,51.9975,4.334
"2011","2625DS","2625 DS Delft, Netherlands",51.9977,4.3341,51.999,4.3374,51.9962,4.3321
"2012","2625EC","2625 EC Delft, Netherlands",51.9919,4.3453,51.9932,4.3463,51.9905,4.3442
"2013","2625EE","2625 EE Delft, Netherlands",51.9914,4.3459,51.9919,4.3461,51.9905,4.3442
"2014","2625EG","2625 EG Delft, Netherlands",51.991,4.3472,51.9919,4.3477,51.9905,4.3458
"2015","2625EH","2625 EH Delft, Netherlands",51.991,4.3476,51.9919,4.3493,51.9904,4.3458
"2016","2625EJ","2625 EJ Delft, Netherlands",51.9911,4.3478,51.9919,4.3493,51.9904,4.3458
"2017","2625EK","2625 EK Delft, Netherlands",51.9913,4.3486,51.9919,4.3493,51.9904,4.3458
"2018","2625EL","2625 EL Delft, Netherlands",51.9914,4.3491,51.9918,4.3493,51.9904,4.3475
"2019","2625EM","2625 EM Delft, Netherlands",51.9915,4.3494,51.9918,4.3509,51.9904,4.3475
"2020","2625EN","2625 EN Delft, Netherlands",51.9921,4.3492,51.9931,4.3495,51.9917,4.3477
"2021","2625EP","2625 EP Delft, Netherlands",51.9924,4.3491,51.9931,4.3495,51.9917,4.3477
"2022","2625ER","2625 ER Delft, Netherlands",51.9927,4.349,51.9931,4.3495,51.9917,4.3477
"2023","2625ES","2625 ES Delft, Netherlands",51.9928,4.3484,52.0149,4.3708,51.9917,4.3477
"2024","2625EV","2625 EV Delft, Netherlands",51.9926,4.3468,51.9932,4.3495,51.9917,4.3461
