"","postalcode","formal.address","location.lat","location.lng","bounds.northeast.lat","bounds.northeast.lng","bounds.southwest.lat","bounds.southwest.lng"
"24947","3332SM","3332 SM Zwijndrecht, Netherlands",51.8263,4.6542,51.8291,4.6557,51.8251,4.6535
"24948","3332VG","3332 VG Zwijndrecht, Netherlands",51.8232,4.6624,51.8248,4.6631,51.8208,4.6609
"24949","3332XA","3332 XA Zwijndrecht, Netherlands",51.821,4.655,51.8224,4.6576,51.8197,4.6542
"24950","3332XH","3332 XH Zwijndrecht, Netherlands",51.8215,4.6568,51.8224,4.6579,51.821,4.656
"24951","3333AP","3333 AP Zwijndrecht, Netherlands",51.8116,4.6376,51.8139,4.64,51.8098,4.6349
"24952","3333BE","3333 BE Zwijndrecht, Netherlands",51.8066,4.6283,51.8076,4.6294,51.8049,4.6274
"24953","3333BK","3333 BK Zwijndrecht, Netherlands",51.8071,4.6285,51.8076,4.6294,51.8063,4.6276
"24954","3333BN","3333 BN Zwijndrecht, Netherlands",51.8065,4.6288,51.8076,4.6294,51.8063,4.6276
"24955","3333BP","3333 BP Zwijndrecht, Netherlands",51.8075,4.6275,51.809,4.6297,51.8063,4.626
"24956","3333BS","3333 BS Zwijndrecht, Netherlands",51.8069,4.6319,51.8102,4.6329,51.8061,4.6294
"24957","3333BV","3333 BV Zwijndrecht, Netherlands",51.8069,4.6302,51.8076,4.6327,51.8061,4.6292
"24958","3333BW","3333 BW Zwijndrecht, Netherlands",51.8082,4.6275,51.809,4.628,51.8063,4.626
"24959","3333BZ","3333 BZ Zwijndrecht, Netherlands",51.8071,4.6338,51.8088,4.6361,51.806,4.6308
"24960","3333EA","3333 EA Zwijndrecht, Netherlands",51.8138,4.6249,51.8144,4.6257,51.813,4.6239
"24961","3333EP","3333 EP Zwijndrecht, Netherlands",51.8127,4.6256,51.8145,4.6301,51.8102,4.6223
"24962","3333ER","3333 ER Zwijndrecht, Netherlands",51.8111,4.626,51.8117,4.6269,51.8103,4.625
"24963","3333GL","3333 GL Zwijndrecht, Netherlands",51.814,4.6264,51.8143,4.6273,51.8129,4.6255
"24964","3333GR","3333 GR Zwijndrecht, Netherlands",51.8145,4.6265,51.8156,4.6275,51.8129,4.6255
"24965","3333LA","3333 LA Zwijndrecht, Netherlands",51.8121,4.6236,51.8145,4.6255,51.8091,4.622
"24966","3333SK","3333 SK Zwijndrecht, Netherlands",51.8124,4.6292,51.8142,4.6321,51.8115,4.6285
"24967","3333SN","3333 SN Zwijndrecht, Netherlands",51.8128,4.6302,51.8142,4.6321,51.8114,4.6285
"24968","3333SW","3333 SW Zwijndrecht, Netherlands",51.8123,4.6308,51.8129,4.6319,51.8114,4.6285
"24969","3333SX","3333 SX Zwijndrecht, Netherlands",51.8119,4.6303,51.8129,4.6319,51.8114,4.6285
"24970","3333SZ","3333 SZ Zwijndrecht, Netherlands",51.8115,4.6297,51.8129,4.6303,51.8102,4.6283
"24971","3333TB","3333 TB Zwijndrecht, Netherlands",51.811,4.6338,51.8128,4.6365,51.8099,4.6317
"24972","3333TD","3333 TD Zwijndrecht, Netherlands",51.8105,4.6301,51.8115,4.6317,51.8088,4.6297
"24973","3333TE","3333 TE Zwijndrecht, Netherlands",51.8116,4.6338,51.8128,4.6351,51.81,4.6317
"24974","3333TG","3333 TG Zwijndrecht, Netherlands",51.8108,4.6324,51.8115,4.6349,51.8088,4.6297
"24975","3333VA","3333 VA Zwijndrecht, Netherlands",51.8084,4.6334,51.8101,4.6347,51.8074,4.6327
"24976","3333VC","3333 VC Zwijndrecht, Netherlands",51.8086,4.6352,51.81,4.6363,51.8073,4.6343
"24977","3333VD","3333 VD Zwijndrecht, Netherlands",51.8079,4.6354,51.8088,4.6377,51.8072,4.6327
"24978","3333VG","3333 VG Zwijndrecht, Netherlands",51.8092,4.6386,51.8112,4.6409,51.8071,4.6361
"24979","3333VM","3333 VM Zwijndrecht, Netherlands",51.8085,4.6375,51.8099,4.6395,51.8072,4.6359
"24980","3333VP","3333 VP Zwijndrecht, Netherlands",51.8092,4.6377,51.8099,4.6395,51.8085,4.6361
"24981","3334AB","3334 AB Zwijndrecht, Netherlands",51.8135,4.6184,51.816,4.6195,51.812,4.6172
"24982","3334AC","3334 AC Zwijndrecht, Netherlands",51.8136,4.6183,51.816,4.6195,51.812,4.6172
"24983","3334AJ","3334 AJ Zwijndrecht, Netherlands",51.8131,4.6195,51.8146,4.6206,51.8119,4.6172
"24984","3334AN","3334 AN Zwijndrecht, Netherlands",51.8132,4.6209,51.8145,4.6225,51.8118,4.6204
"24985","3334BM","3334 BM Zwijndrecht, Netherlands",51.8164,4.6126,51.8176,4.6149,51.8148,4.6098
"24986","3334BR","3334 BR Zwijndrecht, Netherlands",51.8158,4.6017,51.8167,4.6034,51.8152,4.5999
"24987","3334BT","3334 BT Zwijndrecht, Netherlands",51.8157,4.6061,51.8165,4.6082,51.815,4.6047
"24988","3334BV","3334 BV Zwijndrecht, Netherlands",51.8155,4.6066,51.8177,4.6084,51.815,4.6047
"24989","3334BW","3334 BW Zwijndrecht, Netherlands",51.8161,4.6082,51.8164,4.6098,51.815,4.6064
"24990","3334CL","3334 CL Zwijndrecht, Netherlands",51.8138,4.6054,51.8153,4.6112,51.8125,4.5995
"24991","3334CM","3334 CM Zwijndrecht, Netherlands",51.8142,4.6079,51.8151,4.6112,51.8124,4.6059
"24992","3334CR","3334 CR Zwijndrecht, Netherlands",51.8134,4.6001,51.814,4.6029,51.8126,4.5995
"24993","3334CT","3334 CT Zwijndrecht, Netherlands",51.8129,4.6049,51.814,4.6078,51.8124,4.6011
"24994","3334DA","3334 DA Zwijndrecht, Netherlands",51.8135,4.5997,51.814,4.6013,51.8126,4.5995
"24995","3334ES","3334 ES Zwijndrecht, Netherlands",51.8154,4.6041,51.8165,4.6066,51.8138,4.6029
"24996","3334GB","3334 GB Zwijndrecht, Netherlands",51.8143,4.5977,51.8155,4.5983,51.8128,4.5963
"24997","3334GH","3334 GH Zwijndrecht, Netherlands",51.8146,4.5969,51.8168,4.6001,51.8127,4.5946
"24998","3334GM","3334 GM Zwijndrecht, Netherlands",51.8154,4.5973,51.8168,4.5985,51.8141,4.5965
"24999","3334LA","3334 LA Zwijndrecht, Netherlands",51.8172,4.5975,51.8239,4.6004,51.8153,4.5847
"25000","3334SH","3334 SH Zwijndrecht, Netherlands",51.8133,4.6119,51.8136,4.6126,51.8122,4.6108
"25001","3334SV","3334 SV Zwijndrecht, Netherlands",51.8149,4.6161,51.8161,4.6179,51.8146,4.6144
"25002","3335AG","3335 AG Zwijndrecht, Netherlands",51.8176,4.6158,51.8188,4.6181,51.816,4.6116
"25003","3335AJ","3335 AJ Zwijndrecht, Netherlands",51.8183,4.6135,51.8215,4.6167,51.816,4.6102
"25004","3335AK","3335 AK Zwijndrecht, Netherlands",51.8174,4.6181,51.8186,4.6199,51.816,4.6162
"25005","3335AN","3335 AN Zwijndrecht, Netherlands",51.8183,4.6162,51.8201,4.6199,51.816,4.6132
"25006","3335BA","3335 BA Zwijndrecht, Netherlands",51.8214,4.6178,51.8226,4.6206,51.8199,4.6153
"25007","3335BB","3335 BB Zwijndrecht, Netherlands",51.8212,4.6149,51.8227,4.6173,51.82,4.6121
"25008","3335BC","3335 BC Zwijndrecht, Netherlands",51.8199,4.6109,51.8215,4.6139,51.8177,4.6052
"25009","3335BD","3335 BD Zwijndrecht, Netherlands",51.8213,4.6173,51.8227,4.6206,51.8199,4.6137
"25010","3335BM","3335 BM Zwijndrecht, Netherlands",51.8198,4.6061,51.8205,4.6072,51.8177,4.6038
"25011","3335CA","3335 CA Zwijndrecht, Netherlands",51.8203,4.6183,51.8213,4.622,51.8186,4.6151
"25012","3335DA","3335 DA Zwijndrecht, Netherlands",51.8216,4.6107,51.8229,4.6125,51.8188,4.6088
"25013","3335DD","3335 DD Zwijndrecht, Netherlands",51.8205,4.6078,51.8217,4.6107,51.8189,4.6056
"25014","3335DE","3335 DE Zwijndrecht, Netherlands",51.8215,4.6095,51.8243,4.6109,51.8189,4.6072
"25015","3335DH","3335 DH Zwijndrecht, Netherlands",51.8217,4.6078,51.823,4.6093,51.8203,4.6056
"25016","3335DJ","3335 DJ Zwijndrecht, Netherlands",51.8216,4.605,51.8232,4.6077,51.8203,4.6024
"25017","3335DK","3335 DK Zwijndrecht, Netherlands",51.8219,4.6049,51.8231,4.6061,51.8204,4.604
"25018","3335DL","3335 DL Zwijndrecht, Netherlands",51.822,4.6062,51.8231,4.6093,51.8203,4.604
"25019","3335EG","3335 EG Zwijndrecht, Netherlands",51.8204,4.6034,51.8218,4.6058,51.8192,4.6022
"25020","3335EH","3335 EH Zwijndrecht, Netherlands",51.8197,4.6027,51.8205,4.604,51.8192,4.6022
"25021","3335EJ","3335 EJ Zwijndrecht, Netherlands",51.8193,4.6023,51.8218,4.6058,51.8178,4.6004
"25022","3335EM","3335 EM Zwijndrecht, Netherlands",51.8205,4.6016,51.8219,4.6042,51.8192,4.6006
"25023","3335SN","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"25024","3335VG","3335 VG Zwijndrecht, Netherlands",51.8187,4.611,51.8202,4.6121,51.8175,4.61
"25025","3335VN","3335 VN Zwijndrecht, Netherlands",51.8197,4.6119,51.8202,4.6137,51.8188,4.6102
"25026","3335WB","3335 WB Zwijndrecht, Netherlands",51.822,4.6174,51.8227,4.619,51.82,4.6153
"25027","3335WJ","3335 WJ Zwijndrecht, Netherlands",51.8221,4.6138,51.8228,4.6157,51.8213,4.6107
"25028","3335WL","3335 WL Zwijndrecht, Netherlands",51.8216,4.6138,51.8228,4.6157,51.8201,4.6121
"25029","3335XG","3335 XG Zwijndrecht, Netherlands",51.8203,4.6168,51.8226,4.619,51.8186,4.6137
"25030","3335XL","3335 XL Zwijndrecht, Netherlands",51.819,4.6185,51.82,4.6201,51.8172,4.6167
"25031","3336LD","3336 LD Zwijndrecht, Netherlands",51.8102,4.5902,51.8188,4.6253,51.8075,4.5792
"25032","3341BD","3341 BD Hendrik-Ido-Ambacht, Netherlands",51.8482,4.6367,51.8497,4.6381,51.8469,4.6346
"25033","3341BK","3341 BK Hendrik-Ido-Ambacht, Netherlands",51.852,4.6479,51.8547,4.6524,51.8464,4.642
"25034","3341BP","3341 BP Hendrik-Ido-Ambacht, Netherlands",51.8421,4.657,51.8464,4.6603,51.8315,4.6517
"25035","3341BS","3341 BS Hendrik-Ido-Ambacht, Netherlands",51.8372,4.6495,51.8414,4.655,51.833,4.643
"25036","3341BW","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"25037","3341CC","3341 CC Hendrik-Ido-Ambacht, Netherlands",51.8479,4.6441,51.8494,4.6459,51.8466,4.6411
"25038","3341CG","3341 CG Hendrik-Ido-Ambacht, Netherlands",51.8475,4.6441,51.8494,4.6459,51.8466,4.6425
"25039","3341CL","3341 CL Hendrik-Ido-Ambacht, Netherlands",51.8472,4.6482,51.8492,4.651,51.8452,4.6455
"25040","3341CS","3341 CS Hendrik-Ido-Ambacht, Netherlands",51.8482,4.647,51.8505,4.6496,51.8466,4.6441
"25041","3341DB","3341 DB Hendrik-Ido-Ambacht, Netherlands",51.8336,4.6576,51.8343,4.6582,51.8329,4.6564
"25042","3341ED","3341 ED Hendrik-Ido-Ambacht, Netherlands",51.8483,4.6458,51.8493,4.6478,51.8479,4.6443
"25043","3341EH","3341 EH Hendrik-Ido-Ambacht, Netherlands",51.8502,4.6433,51.852,4.645,51.8481,4.6411
"25044","3341EN","3341 EN Hendrik-Ido-Ambacht, Netherlands",51.8495,4.644,51.8519,4.6466,51.848,4.6427
"25045","3341EP","3341 EP Hendrik-Ido-Ambacht, Netherlands",51.8504,4.6426,51.8521,4.645,51.8494,4.6397
"25046","3341GE","3341 GE Hendrik-Ido-Ambacht, Netherlands",51.8452,4.6435,51.8467,4.6457,51.844,4.642
"25047","3341GH","3341 GH Hendrik-Ido-Ambacht, Netherlands",51.8447,4.6474,51.8452,4.6487,51.8439,4.6469
"25048","3341GM","3341 GM Hendrik-Ido-Ambacht, Netherlands",51.8436,4.6441,51.8454,4.6469,51.8426,4.6418
"25049","3341GN","3341 GN Hendrik-Ido-Ambacht, Netherlands",51.8444,4.6471,51.8466,4.6487,51.8425,4.645
"25050","3341GP","3341 GP Hendrik-Ido-Ambacht, Netherlands",51.8445,4.6468,51.8466,4.6487,51.8425,4.645
"25051","3341GT","3341 GT Hendrik-Ido-Ambacht, Netherlands",51.8438,4.645,51.8441,4.6469,51.8426,4.6434
"25052","3341GX","3341 GX Hendrik-Ido-Ambacht, Netherlands",51.8448,4.645,51.8467,4.6473,51.8427,4.6434
"25053","3341RA","3341 RA Hendrik-Ido-Ambacht, Netherlands",51.8426,4.6455,51.8452,4.6503,51.8401,4.6414
"25054","3341RB","3341 RB Hendrik-Ido-Ambacht, Netherlands",51.8416,4.6462,51.8427,4.6483,51.84,4.643
"25055","3341RC","3341 RC Hendrik-Ido-Ambacht, Netherlands",51.8423,4.6469,51.8427,4.6483,51.8412,4.6448
"25056","3341SG","3341 SG Hendrik-Ido-Ambacht, Netherlands",51.845,4.6514,51.8464,4.6522,51.8437,4.6501
"25057","3341SJ","3341 SJ Hendrik-Ido-Ambacht, Netherlands",51.8453,4.6526,51.8464,4.6538,51.845,4.6503
"25058","3341TC","3341 TC Hendrik-Ido-Ambacht, Netherlands",51.8451,4.6417,51.8483,4.6439,51.8441,4.6374
"25059","3341TH","3341 TH Hendrik-Ido-Ambacht, Netherlands",51.8466,4.6415,51.8481,4.6427,51.8454,4.6406
"25060","3341TM","3341 TM Hendrik-Ido-Ambacht, Netherlands",51.8458,4.6404,51.8469,4.6425,51.8454,4.639
"25061","3341VB","3341 VB Hendrik-Ido-Ambacht, Netherlands",51.8475,4.6399,51.8496,4.6413,51.8468,4.6376
"25062","3341VM","3341 VM Hendrik-Ido-Ambacht, Netherlands",51.8485,4.6396,51.8508,4.6415,51.8468,4.6376
"25063","3341XC","3341 XC Hendrik-Ido-Ambacht, Netherlands",51.8512,4.6455,51.852,4.6466,51.8506,4.6431
"25064","3341XG","3341 XG Hendrik-Ido-Ambacht, Netherlands",51.8529,4.6435,51.8547,4.6452,51.8519,4.6417
"25065","3341XJ","3341 XJ Hendrik-Ido-Ambacht, Netherlands",51.8509,4.6481,51.8519,4.6498,51.8504,4.6464
"25066","3341XV","3341 XV Hendrik-Ido-Ambacht, Netherlands",51.8515,4.6417,51.8534,4.6436,51.8494,4.6397
"25067","3342AA","3342 AA Hendrik-Ido-Ambacht, Netherlands",51.8471,4.6314,51.8498,4.6356,51.8418,4.6291
"25068","3342AG","3342 AG Hendrik-Ido-Ambacht, Netherlands",51.8458,4.631,51.8459,4.6342,51.8444,4.6291
"25069","3342AK","3342 AK Hendrik-Ido-Ambacht, Netherlands",51.8458,4.632,51.8473,4.6344,51.8444,4.6291
"25070","3342AM","3342 AM Hendrik-Ido-Ambacht, Netherlands",51.8465,4.6288,51.8473,4.6312,51.8459,4.6277
"25071","3342AN","3342 AN Hendrik-Ido-Ambacht, Netherlands",51.8466,4.6265,51.8474,4.6279,51.846,4.6245
"25072","3342BE","3342 BE Hendrik-Ido-Ambacht, Netherlands",51.8491,4.6332,51.8524,4.6365,51.8483,4.6298
"25073","3342BN","3342 BN Hendrik-Ido-Ambacht, Netherlands",51.8484,4.6337,51.8498,4.6348,51.8471,4.6312
"25074","3342BP","3342 BP Hendrik-Ido-Ambacht, Netherlands",51.8478,4.634,51.8485,4.6378,51.8469,4.6312
"25075","3342BT","3342 BT Hendrik-Ido-Ambacht, Netherlands",51.8481,4.6357,51.8497,4.6378,51.8469,4.6344
"25076","3342CB","3342 CB Hendrik-Ido-Ambacht, Netherlands",51.8441,4.6254,51.8461,4.6277,51.8434,4.6241
"25077","3342CC","3342 CC Hendrik-Ido-Ambacht, Netherlands",51.8452,4.6261,51.8461,4.6277,51.8421,4.6243
"25078","3342CG","3342 CG Hendrik-Ido-Ambacht, Netherlands",51.8427,4.6261,51.8434,4.6273,51.8421,4.6255
"25079","3342CH","3342 CH Hendrik-Ido-Ambacht, Netherlands",51.843,4.6253,51.8448,4.6273,51.8421,4.6238
"25080","3342CJ","3342 CJ Hendrik-Ido-Ambacht, Netherlands",51.8427,4.6249,51.8436,4.6273,51.8421,4.6222
"25081","3342CK","3342 CK Hendrik-Ido-Ambacht, Netherlands",51.8443,4.6248,51.8461,4.6261,51.8434,4.6241
"25082","3342CL","3342 CL Hendrik-Ido-Ambacht, Netherlands",51.8449,4.6244,51.8461,4.6261,51.8413,4.6107
"25083","3342CM","3342 CM Hendrik-Ido-Ambacht, Netherlands",51.8438,4.6234,51.8449,4.6259,51.8422,4.6222
"25084","3342GE","3342 GE Hendrik-Ido-Ambacht, Netherlands",51.8401,4.626,51.8421,4.6287,51.8381,4.6232
"25085","3342GJ","3342 GJ Hendrik-Ido-Ambacht, Netherlands",51.84,4.6226,51.8409,4.6236,51.8396,4.6218
"25086","3342GM","3342 GM Hendrik-Ido-Ambacht, Netherlands",51.8401,4.6238,51.8422,4.6255,51.8382,4.6216
"25087","3342GN","3342 GN Hendrik-Ido-Ambacht, Netherlands",51.8411,4.6234,51.8422,4.6255,51.8395,4.6218
"25088","3342TH","3342 TH Hendrik-Ido-Ambacht, Netherlands",51.8463,4.6259,51.8474,4.6279,51.846,4.6245
"25089","3342TK","3342 TK Hendrik-Ido-Ambacht, Netherlands",51.8456,4.6268,51.8461,4.6277,51.8447,4.6259
"25090","3342TN","3342 TN Hendrik-Ido-Ambacht, Netherlands",51.8458,4.627,51.8461,4.6277,51.8447,4.6259
"25091","3342TW","3342 TW Hendrik-Ido-Ambacht, Netherlands",51.8443,4.6291,51.8473,4.631,51.8432,4.6273
"25092","3342VE","3342 VE Hendrik-Ido-Ambacht, Netherlands",51.8472,4.6269,51.8488,4.6296,51.8459,4.6245
"25093","3342VH","3342 VH Hendrik-Ido-Ambacht, Netherlands",51.8474,4.6299,51.8486,4.6314,51.8459,4.6279
"25094","3342VP","3342 VP Hendrik-Ido-Ambacht, Netherlands",51.8483,4.6296,51.8499,4.6316,51.8472,4.6279
"25095","3342VR","3342 VR Hendrik-Ido-Ambacht, Netherlands",51.848,4.6307,51.8486,4.6314,51.8472,4.6296
"25096","3342VS","3342 VS Hendrik-Ido-Ambacht, Netherlands",51.8496,4.6266,51.8513,4.6286,51.8486,4.6249
"25097","3342XC","3342 XC Hendrik-Ido-Ambacht, Netherlands",51.8451,4.6326,51.8458,4.6342,51.8444,4.6323
"25098","3343BA","3343 BA Hendrik-Ido-Ambacht, Netherlands",51.8394,4.632,51.8406,4.6333,51.8379,4.6313
"25099","3343BR","3343 BR Hendrik-Ido-Ambacht, Netherlands",51.8378,4.6324,51.8392,4.6347,51.8365,4.631
"25100","3343CD","3343 CD Hendrik-Ido-Ambacht, Netherlands",51.8383,4.629,51.8394,4.6299,51.8367,4.6264
"25101","3343CE","3343 CE Hendrik-Ido-Ambacht, Netherlands",51.8381,4.6281,51.8394,4.6299,51.8367,4.6264
"25102","3343CK","3343 CK Hendrik-Ido-Ambacht, Netherlands",51.8382,4.6267,51.8395,4.6282,51.8367,4.6246
"25103","3343CM","3343 CM Hendrik-Ido-Ambacht, Netherlands",51.8353,4.6289,51.8367,4.631,51.834,4.6274
"25104","3343CN","3343 CN Hendrik-Ido-Ambacht, Netherlands",51.8355,4.6278,51.8368,4.6294,51.834,4.6258
"25105","3343CR","3343 CR Hendrik-Ido-Ambacht, Netherlands",51.8378,4.6276,51.8394,4.6299,51.8367,4.6262
"25106","3343CS","3343 CS Hendrik-Ido-Ambacht, Netherlands",51.8362,4.6286,51.8381,4.631,51.8353,4.626
"25107","3343CT","3343 CT Hendrik-Ido-Ambacht, Netherlands",51.8366,4.6258,51.8382,4.628,51.8354,4.6244
"25108","3343CV","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"25109","3343CW","3343 CW Hendrik-Ido-Ambacht, Netherlands",51.8359,4.6271,51.8368,4.6294,51.8341,4.6258
"25110","3343CX","3343 CX Hendrik-Ido-Ambacht, Netherlands",51.8365,4.629,51.8367,4.6294,51.8354,4.6276
"25111","3343DA","3343 DA Hendrik-Ido-Ambacht, Netherlands",51.8397,4.6415,51.8415,4.6432,51.8375,4.6393
"25112","3343DE","3343 DE Hendrik-Ido-Ambacht, Netherlands",51.8403,4.6425,51.8415,4.6448,51.8387,4.6412
"25113","3343DG","3343 DG Hendrik-Ido-Ambacht, Netherlands",51.8394,4.6417,51.8402,4.643,51.8388,4.6412
"25114","3343DH","3343 DH Hendrik-Ido-Ambacht, Netherlands",51.8398,4.6422,51.8402,4.643,51.8388,4.6412
"25115","3343DJ","3343 DJ Hendrik-Ido-Ambacht, Netherlands",51.839,4.6395,51.8403,4.6414,51.8375,4.6377
"25116","3343DS","3343 DS Hendrik-Ido-Ambacht, Netherlands",51.8382,4.6396,51.839,4.6412,51.8375,4.6377
"25117","3343DT","3343 DT Hendrik-Ido-Ambacht, Netherlands",51.8377,4.6399,51.839,4.6412,51.8362,4.6375
"25118","3343DV","3343 DV Hendrik-Ido-Ambacht, Netherlands",51.8372,4.6387,51.839,4.6409,51.8362,4.6375
"25119","3343EB","3343 EB Hendrik-Ido-Ambacht, Netherlands",51.8335,4.6335,51.8365,4.6359,51.8325,4.632
"25120","3343EC","3343 EC Hendrik-Ido-Ambacht, Netherlands",51.8342,4.6348,51.8365,4.6359,51.8325,4.632
"25121","3343ED","3343 ED Hendrik-Ido-Ambacht, Netherlands",51.8343,4.6341,51.8352,4.6357,51.8325,4.632
"25122","3343EG","3343 EG Hendrik-Ido-Ambacht, Netherlands",51.8352,4.6369,51.8377,4.6393,51.8337,4.6354
"25123","3343EH","3343 EH Hendrik-Ido-Ambacht, Netherlands",51.8354,4.6364,51.8365,4.6375,51.8337,4.6338
"25124","3343EZ","3343 EZ Hendrik-Ido-Ambacht, Netherlands",51.8339,4.6362,51.8351,4.6373,51.8324,4.6352
"25125","3343LC",NA,NA,NA,NA,NA,NA,NA
"25126","3343NB","3343 NB Hendrik-Ido-Ambacht, Netherlands",51.836,4.6339,51.8365,4.6359,51.8351,4.6324
"25127","3343ND","3343 ND Hendrik-Ido-Ambacht, Netherlands",51.8371,4.6353,51.8378,4.6377,51.8351,4.6324
"25128","3343NG","3343 NG Hendrik-Ido-Ambacht, Netherlands",51.8355,4.6348,51.8391,4.6377,51.8339,4.6292
"25129","3343NH","3343 NH Hendrik-Ido-Ambacht, Netherlands",51.8356,4.6338,51.8377,4.6377,51.8339,4.6292
"25130","3343PC","3343 PC Hendrik-Ido-Ambacht, Netherlands",51.8349,4.6295,51.8367,4.631,51.834,4.629
"25131","3343PD","3343 PD Hendrik-Ido-Ambacht, Netherlands",51.8366,4.632,51.8379,4.6345,51.8352,4.6292
"25132","3343PG","3343 PG Hendrik-Ido-Ambacht, Netherlands",51.8352,4.6308,51.8367,4.6326,51.8339,4.629
"25133","3343RA","3343 RA Hendrik-Ido-Ambacht, Netherlands",51.8386,4.6356,51.8405,4.6379,51.8377,4.6331
"25134","3343RB","3343 RB Hendrik-Ido-Ambacht, Netherlands",51.8388,4.6349,51.8405,4.6365,51.8377,4.6329
"25135","3343RD","3343 RD Hendrik-Ido-Ambacht, Netherlands",51.8399,4.6387,51.8416,4.64,51.8376,4.6377
"25136","3344AD","3344 AD Hendrik-Ido-Ambacht, Netherlands",51.8297,4.651,51.8306,4.6544,51.8291,4.6493
"25137","3344AE","3344 AE Hendrik-Ido-Ambacht, Netherlands",51.8298,4.6518,51.8306,4.6527,51.8291,4.6493
"25138","3344AL","3344 AL Hendrik-Ido-Ambacht, Netherlands",51.8293,4.6482,51.8307,4.6511,51.828,4.6458
"25139","3344BA","3344 BA Hendrik-Ido-Ambacht, Netherlands",51.8284,4.6456,51.8295,4.6477,51.8267,4.644
"25140","3344BB","3344 BB Hendrik-Ido-Ambacht, Netherlands",51.8281,4.6445,51.8295,4.6461,51.8268,4.6424
"25141","3344BE","3344 BE Hendrik-Ido-Ambacht, Netherlands",51.8273,4.6427,51.8283,4.6442,51.8268,4.6408
"25142","3344BH","3344 BH Hendrik-Ido-Ambacht, Netherlands",51.8275,4.6422,51.8283,4.6442,51.8268,4.6392
"25143","3344BK","3344 BK Hendrik-Ido-Ambacht, Netherlands",51.8268,4.6389,51.8284,4.6408,51.8256,4.6373
"25144","3344BL","3344 BL Hendrik-Ido-Ambacht, Netherlands",51.8266,4.6379,51.8272,4.6392,51.8257,4.6357
"25145","3344BM","3344 BM Hendrik-Ido-Ambacht, Netherlands",51.8267,4.636,51.8285,4.639,51.8102,4.5942
"25146","3344BP","3344 BP Hendrik-Ido-Ambacht, Netherlands",51.8279,4.6369,51.8285,4.6378,51.8271,4.6359
"25147","3344CB","3344 CB Hendrik-Ido-Ambacht, Netherlands",51.8299,4.6542,51.8317,4.6578,51.829,4.6525
"25148","3344CC","3344 CC Hendrik-Ido-Ambacht, Netherlands",51.8307,4.6536,51.8318,4.6562,51.8291,4.6525
"25149","3344DA","3344 DA Hendrik-Ido-Ambacht, Netherlands",51.8335,4.6407,51.8336,4.6435,51.8322,4.6401
"25150","3344DB","3344 DB Hendrik-Ido-Ambacht, Netherlands",51.8322,4.6402,51.8336,4.6419,51.8309,4.6398
"25151","3344DC","3344 DC Hendrik-Ido-Ambacht, Netherlands",51.8329,4.6393,51.8337,4.6403,51.8323,4.6384
"25152","3344DE","3344 DE Hendrik-Ido-Ambacht, Netherlands",51.8336,4.6423,51.8348,4.6437,51.8335,4.6419
"25153","3344DG",NA,51.8321,4.6384,NA,NA,NA,NA
"25154","3344DH","3344 DH Hendrik-Ido-Ambacht, Netherlands",51.834,4.6447,51.8348,4.6469,51.8333,4.6435
"25155","3344DJ","3344 DJ Hendrik-Ido-Ambacht, Netherlands",51.8336,4.6386,51.835,4.6403,51.8323,4.6368
"25156","3344EB","3344 EB Hendrik-Ido-Ambacht, Netherlands",51.8279,4.6407,51.8297,4.6428,51.8269,4.6376
"25157","3344EE","3344 EE Hendrik-Ido-Ambacht, Netherlands",51.8291,4.6428,51.8309,4.6445,51.8281,4.641
"25158","3344EG","3344 EG Hendrik-Ido-Ambacht, Netherlands",51.8293,4.6437,51.8308,4.6447,51.8281,4.6426
"25159","3344EH","3344 EH Hendrik-Ido-Ambacht, Netherlands",51.8294,4.6445,51.8308,4.6463,51.8281,4.6426
"25160","3344EL","3344 EL Hendrik-Ido-Ambacht, Netherlands",51.8298,4.6443,51.8309,4.6463,51.8281,4.641
"25161","3344EM","3344 EM Hendrik-Ido-Ambacht, Netherlands",51.8303,4.644,51.8322,4.6465,51.8294,4.6412
"25162","3344EN","3344 EN Hendrik-Ido-Ambacht, Netherlands",51.8303,4.6423,51.8309,4.6431,51.8283,4.6394
"25163","3344ER",NA,NA,NA,NA,NA,NA,NA
"25164","3344GD","3344 GD Hendrik-Ido-Ambacht, Netherlands",51.8309,4.6502,51.8319,4.6513,51.8292,4.6493
"25165","3344GH","3344 GH Hendrik-Ido-Ambacht, Netherlands",51.8304,4.6473,51.832,4.6495,51.8293,4.6461
"25166","3344GJ","3344 GJ Hendrik-Ido-Ambacht, Netherlands",51.8299,4.6463,51.8321,4.6479,51.828,4.6442
"25167","3344GL","3344 GL Hendrik-Ido-Ambacht, Netherlands",51.8314,4.6484,51.832,4.6497,51.8306,4.6479
"25168","3344GN",NA,51.832,4.6486,NA,NA,NA,NA
"25169","3344HC","3344 HC Hendrik-Ido-Ambacht, Netherlands",51.8359,4.6498,51.8372,4.652,51.8345,4.6486
"25170","3344HD","3344 HD Hendrik-Ido-Ambacht, Netherlands",51.8368,4.6478,51.8373,4.649,51.8359,4.6472
